preferred_label,lookup_key,atc_link,atc4,atc4_candidates,atc_exact,atc_candidates,RXCUI,DDINTER,ddinter_similarity
Evolocumab,evolocumab,C10AX13,C10AX,C10AX,C10AX13,C10AX13,1665684,,
Exagamglogene Autotemcel,exagamglogene autotemcel,B06AX05,B06AX,B06AX,B06AX05,B06AX05,2671667,,
Exemestane,exemestane,L02BG06,L02BG,L02BG,L02BG06,L02BG06,258494,DDInter705,1.000000
Exemestano,exemestano,L02BG06,L02BG,L02BG,L02BG06,L02BG06,258494,,
Exenatide,exenatide,A10BJ01,A10BJ,A10BJ,A10BJ01,A10BJ01,60548,DDInter706,1.000000
Ezetimibe,ezetimibe,C10AX09,C10AX,C10AX,C10AX09,C10AX09,341248,DDInter707,1.000000
Fagopyrum Esculentum,fagopyrum esculentum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Famciclovir,famciclovir,J05AB09,J05AB,J05AB,J05AB09,J05AB09,68099,DDInter711,1.000000
Famotidina,famotidina,A02BA03,A02BA,A02BA,A02BA03,A02BA03,4278,,
Fampridina,fampridina,N07XX07,N07XX,N07XX,N07XX07,N07XX07,897018,,
Faricimab,faricimab,S01LA09,S01LA,S01LA,S01LA09,S01LA09,2591519,,
Fattore Di Von Willebrand,fattore di von willebrand,B02BD06,B02BD,B02BD,,B02BD06|B02BD10,11274,,
Fattore Ix Della Coagulazione Umano,fattore ix della coagulazione umano,B02BD04,B02BD,B02BD,B02BD04,B02BD04,,,
Fattore Ix Di Coagulazione Del Sangue Umano Liofilizzato,fattore ix di coagulazione del sangue umano liofilizzato,B02BD04,B02BD,B02BD,B02BD04,B02BD04,,,
Fattore Vii Di Coagulazione Del Sangue Umano Liofilizzato,fattore vii di coagulazione del sangue umano liofilizzato,B02BD05,B02BD,B02BD,B02BD05,B02BD05,4254,,
Fattore Viii,fattore viii,B02BD02,B02BD,B02BD,B02BD02,B02BD02,4257,,
Fattore Viii Della Coagulazione Del Plasma Umano,fattore viii della coagulazione del plasma umano,B02BD02,B02BD,B02BD,B02BD02,B02BD02,826070,,
Fattore Viii Di Coagulazione Del Sangue Umano Liofilizzato,fattore viii di coagulazione del sangue umano liofilizzato,B02BD02,B02BD,B02BD,B02BD02,B02BD02,,,
Fattore Viii Umano Di Coagulazione,fattore viii umano di coagulazione,B02BD02,B02BD,B02BD,B02BD02,B02BD02,4257,,
Fattore X Di Coagulazione Del Sangue,fattore x di coagulazione del sangue,B02BD13,B02BD,B02BD,B02BD13,B02BD13,,,
Fattore Xiii,fattore xiii,B02BD07,B02BD,B02BD,B02BD07,B02BD07,4271,,
Febuxostat,febuxostat,M04AA03,M04AA,M04AA,M04AA03,M04AA03,73689,DDInter713,1.000000
Fedratinib,fedratinib,L01EJ02,L01EJ,L01EJ,L01EJ02,L01EJ02,2197490,DDInter714,1.000000
Felbamato,felbamato,N03AX10,N03AX,N03AX,N03AX10,N03AX10,24812,,
Felodipina,felodipina,C08CA02,C08CA,C08CA,C08CA02,C08CA02,4316,,
Fenfluramina,fenfluramina,N03AX26,N03AX,N03AX,N03AX26,N03AX26,4328,,
Fenilbutirrato Sodico,fenilbutirrato,A16AX03,A16AX,A16AX,A16AX03,A16AX03,,,
Fenilefrina,fenilefrina,C01CA06,,C01CA|R01AA,,C01CA06|R01AA04,8163,,
Fenilisopropil-P-Fenilendiamina,fenilisopropil-p-fenilendiamina,V04CL,V04CL,V04CL,V04CL,V04CL,,,
Fenitoina Sodica,fenitoina,N03AB02,N03AB,N03AB,N03AB02,N03AB02,8183,,
Fenobarbitale,fenobarbitale,N03AA02,N03AA,N03AA,N03AA02,N03AA02,,,
Fenofibrato,fenofibrato,C10AB05,C10AB,C10AB,C10AB05,C10AB05,8703,,
Fenoldopam Mesilato,fenoldopam,C01CA19,C01CA,C01CA,C01CA19,C01CA19,24853,DDInter720,1.000000
Fenolo,fenolo,D08AE03,D08AE,D08AE,D08AE03,D08AE03,,,
Fentanil,fentanil,N02AB03,,N01AH|N02AB,,N02AB03|N01AH01,4337,,
Fentanyl,fentanyl,N02AB03,N02AB,N02AB,N02AB03,N02AB03,4337,DDInter722,1.000000
Fenticonazolo Nitrato,fenticonazolo,G01AF12,,D01AC|G01AF,,G01AF12|D01AC12,24876,,
Fermenti Lattici,fermenti lattici,A07FA01,A07FA,A07FA,A07FA01,A07FA01,,,
Ferriprotinato,ferriprotinato,B03AB09,B03AB,B03AB,B03AB09,B03AB09,,,
Ferrisaccarato,ferrisaccarato,B03AC,B03AC,B03AC,B03AC,B03AC,,,
Ferro,ferro,B03AA03,B03AA,B03AA,B03AA03,B03AA03,310325,,
Ferro Maltobionato,ferro maltobionato,B03AB10,B03AB,B03AB,B03AB10,B03AB10,,,
Ferro Trivalente,ferro trivalente,B03AB05,B03AB,B03AB,B03AB05,B03AB05,,,
Ferro+++,ferro+++,B03AC,B03AC,B03AC,B03AC,B03AC,,,
Ferroglicinasolfato,ferroglicinasolfato,B03AA01,B03AA,B03AA,B03AA01,B03AA01,,,
Ferromaltoso,ferromaltoso,B03AB05,B03AB,B03AB,B03AB05,B03AB05,,,
Ferroso Solfato,ferroso,B03AA07,B03AA,B03AA,B03AA07,B03AA07,,,
Ferroso Gluconato,ferroso gluconato,B03AA03,B03AA,B03AA,B03AA03,B03AA03,,,
Ferrum Metallicum,ferrum metallicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Ferrum Phosphoricum,ferrum phosphoricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Fesoterodina,fesoterodina,G04BD11,G04BD,G04BD,G04BD11,G04BD11,797195,,
Fexofenadina,fexofenadina,R06AX26,R06AX,R06AX,R06AX26,R06AX26,87636,,
Fezolinetant,fezolinetant,G02CX06,G02CX,G02CX,G02CX06,G02CX06,2637134,,
Fibrinogeno Umano,fibrinogeno umano,B02BB01,B02BB,B02BB,B02BB01,B02BB01,4385,,
Fibrinogeno Umano Liofilizzato,fibrinogeno umano liofilizzato,B02BB01,B02BB,B02BB,B02BB01,B02BB01,4385,,
Fidaxomicina,fidaxomicina,A07AA12,A07AA,A07AA,A07AA12,A07AA12,1111103,DDInter734,0.956522
Filgotinib,filgotinib,L04AF04,L04AF,L04AF,L04AF04,L04AF04,,,
Filgrastim,filgrastim,L03AA02,L03AA,L03AA,L03AA02,L03AA02,68442,DDInter735,1.000000
Finasteride,finasteride,G04CB01,,D11AX|G04CB,,G04CB01|D11AX10,25025,DDInter736,1.000000
Finerenone,finerenone,C03DA05,C03DA,C03DA,C03DA05,C03DA05,2562811,,
Fingolimod,fingolimod,L04AE01,,L04AA|L04AE,,L04AE01|L04AA27,1012892,DDInter737,1.000000
Fitomenadione,fitomenadione,B02BA01,B02BA,B02BA,B02BA01,B02BA01,8308,,
Flavoxato Cloridrato,flavoxato,G04BD02,G04BD,G04BD,G04BD02,G04BD02,4440,,
Flecainide Acetato,flecainide,C01BC04,C01BC,C01BC,C01BC04,C01BC04,4441,DDInter740,1.000000
Florbetaben (18 F),florbetaben (18 f),V09AX06,V09AX,V09AX,V09AX06,V09AX06,1492940,,
Florbetapir,florbetapir,V09AX05,V09AX,V09AX,V09AX05,V09AX05,1427225,,
Floroglucinolo,floroglucinolo,A03AX12,A03AX,A03AX,A03AX12,A03AX12,8196,,
Flortaucipir (18F),flortaucipir (18f),V09AX07,V09AX,V09AX,V09AX07,V09AX07,2372689,,
Fluciclovina (18F),fluciclovina (18f),V09IX12,V09IX,V09IX,V09IX12,V09IX12,1796118,,
Flucitosina,flucitosina,J02AX01,J02AX,J02AX,J02AX01,J02AX01,4451,,
Flucloxacillina Sodica,flucloxacillina,J01CF05,J01CF,J01CF,J01CF05,J01CF05,4448,,
Fluconazole,fluconazole,J02AC01,J02AC,J02AC,J02AC01,J02AC01,4450,DDInter743,1.000000
Fluconazolo,fluconazolo,J02AC01,J02AC,J02AC,J02AC01,J02AC01,4450,,
Fludarabina,fludarabina,L01BB05,L01BB,L01BB,L01BB05,L01BB05,24698,,
Flumazenil,flumazenil,V03AB25,V03AB,V03AB,V03AB25,V03AB25,4457,DDInter748,1.000000
Flunarizina Dicloridrato,flunarizina,N07CA03,N07CA,N07CA,N07CA03,N07CA03,4459,,
Flunisolide,flunisolide,R03BA03,,R01AD|R03BA,,R03BA03|R01AD04,25120,,
Flunitrazepam,flunitrazepam,N05CD03,N05CD,N05CD,N05CD03,N05CD03,4460,,
Fluocinolone Acetonide,fluocinolone acetonide,S02BA08,,D07AC|S01BA|S02BA,,S02BA08|D07AC04|S01BA15,4461,DDInter751,1.000000
Fluocinonide,fluocinonide,D07AC08,D07AC,D07AC,D07AC08,D07AC08,4462,DDInter753,1.000000
Fluodeossiglucosio,fluodeossiglucosio,V09IX04,V09IX,V09IX,V09IX04,V09IX04,,,
Fluodeossiglucosio (18F),fluodeossiglucosio (18f),V09IX04,V09IX,V09IX,V09IX04,V09IX04,1362737,,
Fluoresceina Sodica,fluoresceina,S01JA01,S01JA,S01JA,S01JA01,S01JA01,25138,,
Fluoro-18F-Desossiglucosio,fluoro-18f-desossiglucosio,V09IX04,V09IX,V09IX,,V09IX04|V09IX05,2571853,,
Fluorodopa (18F),fluorodopa (18f),V09IX05,V09IX,V09IX,V09IX05,V09IX05,2571853,,
Fluorometilcolina (18 F) Cloruro,fluorometilcolina (18 f) cloruro,V09IX07,V09IX,V09IX,V09IX07,V09IX07,,,
Fluorometolone,fluorometolone,S01BA07,S01BA,S01BA,S01BA07,S01BA07,4491,DDInter756,0.965517
Fluorouracile,fluorouracile,L01BC02,L01BC,L01BC,L01BC02,L01BC02,4492,DDInter757,0.960000
Fluoxetina,fluoxetina,N06AB03,N06AB,N06AB,N06AB03,N06AB03,4493,,
Flurazepam Monocloridrato,flurazepam,N05CD01,N05CD,N05CD,N05CD01,N05CD01,4501,,
Flurbiprofene,flurbiprofene,A01AD11,,A01AD|M01AE|M02AA|R02AX|S01BC,,A01AD11|R02AX01|M01AE09|M02AA19|S01BC04,4502,,
Flutamide,flutamide,L02BB01,L02BB,L02BB,L02BB01,L02BB01,4508,DDInter765,1.000000
Flutemetamolo (18F),flutemetamolo (18f),V09AX04,V09AX,V09AX,V09AX04,V09AX04,1486025,,
Fluticasone,fluticasone,R01AD12,R01AD,R01AD,R01AD12,R01AD12,41126,,
Fluticasone Propionato,fluticasone propionato,R03BA05,,D07AC|R01AD|R03BA,,R03BA05|R01AD08|D07AC17,50121,,
Fluvastatina,fluvastatina,C10AA04,C10AA,C10AA,C10AA04,C10AA04,41127,,
Fluvoxamina Maleato,fluvoxamina,N06AB08,N06AB,N06AB,N06AB08,N06AB08,42355,,
Follitropina Alfa,follitropina alfa,G03GA05,G03GA,G03GA,G03GA05,G03GA05,386938,,
Follitropina Beta,follitropina beta,G03GA06,G03GA,G03GA,G03GA06,G03GA06,25357,,
Follitropina Delta,follitropina delta,G03GA10,G03GA,G03GA,G03GA10,G03GA10,,,
Fondaparinux Sodico,fondaparinux,B01AX05,B01AX,B01AX,B01AX05,B01AX05,321208,,
Formoterolo Fumarato,formoterolo,R03AC13,R03AC,R03AC,R03AC13,R03AC13,25255,DDInter776,0.952381
Fosaprepitant Dimeglumina,fosaprepitant dimeglumina,A04AD12,A04AD,A04AD,A04AD12,A04AD12,,,
Foscarnet,foscarnet,J05AD01,J05AD,J05AD,J05AD01,J05AD01,33562,DDInter779,1.000000
Fosfatidi Diencefalici,fosfatidi diencefalici,N07XX,N07XX,N07XX,N07XX,N07XX,,,
Fosfocreatina Sodica,fosfocreatina,C01EB06,C01EB,C01EB,C01EB06,C01EB06,,,
Fosfomicina,fosfomicina,J01XX01,J01XX,J01XX,J01XX01,J01XX01,4550,,
Fosfomicina Trometamolo,fosfomicina trometamolo,J01XX01,J01XX,J01XX,J01XX01,J01XX01,4550,,
Fosinopril Sodico,fosinopril,C09AA09,,C09AA|C09BA,,C09AA09|C09BA09,50166,,
Fostamatinib,fostamatinib,B02BX09,B02BX,B02BX,B02BX09,B02BX09,2044896,DDInter785,1.000000
Fostemsavir,fostemsavir,J05AX29,J05AX,J05AX,J05AX29,J05AX29,2380373,DDInter786,1.000000
Fraxinus Excelsior,fraxinus excelsior,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Frazione Cellulare Arricchita Di Cellule Autologhe Cd34+ Contenente Cellule Cd34+ Geneticamente Modificate Con Un Vettore Retrovirale Contenente La Sequenza Di Cdna Che Codifica Per L?Adenosina Deaminasi (Ada) Umana,frazione cellulare arricchita di cellule autologhe cd34+ contenente cellule cd34+ geneticamente modificate con un vettore retrovirale contenente la sequenza di cdna che codifica per l?adenosina deaminasi (ada) umana,L03AX,L03AX,L03AX,L03AX,L03AX,,,
Frazione Fosfolipidica Da Polmone Di Suino,frazione fosfolipidica da polmone di suino,R07AA02,R07AA,R07AA,R07AA02,R07AA02,,,
Fremanezumab,fremanezumab,N02CD03,N02CD,N02CD,N02CD03,N02CD03,2056691,,
Frovatriptan,frovatriptan,N02CC07,N02CC,N02CC,N02CC07,N02CC07,228783,DDInter788,1.000000
Fruquintinib,fruquintinib,L01EK04,L01EK,L01EK,L01EK04,L01EK04,2670179,,
Fruttosio Difosfato Sodico,fruttosio difosfato,C01EB07,C01EB,C01EB,C01EB07,C01EB07,,,
Fucus Vesciculosus,fucus vesciculosus,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Fulvestrant,fulvestrant,L02BA03,L02BA,L02BA,L02BA03,L02BA03,282357,DDInter789,1.000000
Fumaria,fumaria,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Furosemide,furosemide,C03CA01,C03CA,C03CA,C03CA01,C03CA01,4603,DDInter790,1.000000
Futibatinib,futibatinib,L01EN04,L01EN,L01EN,L01EN04,L01EN04,2628190,,
Gabapentin,gabapentin,N02BF01,N02BF,N02BF,N02BF01,N02BF01,25480,DDInter791,1.000000
Gabapentina,gabapentina,N02BF01,N02BF,N02BF,N02BF01,N02BF01,25480,DDInter791,0.952381
Gabesato Mesilato,gabesato,B02AB,B02AB,B02AB,B02AB,B02AB,,,
Gadobutrolo,gadobutrolo,V08CA09,V08CA,V08CA,V08CA09,V08CA09,84990,DDInter793,0.952381
Gadodiamide,gadodiamide,V08CA03,V08CA,V08CA,V08CA03,V08CA03,41144,DDInter794,1.000000
Gadopiclenol,gadopiclenol,V08CA12,V08CA,V08CA,V08CA12,V08CA12,2618720,,
Gadoteridolo,gadoteridolo,V08CA04,V08CA,V08CA,V08CA04,V08CA04,25483,DDInter798,0.956522
Galantamina Bromidrato,galantamina,N06DA04,N06DA,N06DA,N06DA04,N06DA04,4637,,
Galcanezumab,galcanezumab,N02CD02,N02CD,N02CD,N02CD02,N02CD02,2058846,,
Gallio (67 Ga) Citrato,gallio (67 ga),V09HX01,V09HX,V09HX,V09HX01,V09HX01,272758,,
Galsulfase,galsulfase,A16AB08,A16AB,A16AB,A16AB08,A16AB08,578033,,
Ganaxolone,ganaxolone,N03AX27,N03AX,N03AX,N03AX27,N03AX27,2604689,,
Ganciclovir,ganciclovir,J05AB06,,J05AB|S01AD,,J05AB06|S01AD09,4678,DDInter806,1.000000
Ganirelix,ganirelix,H01CC01,H01CC,H01CC,H01CC01,H01CC01,35825,DDInter807,1.000000
Garadacimab,garadacimab,B06AC07,B06AC,B06AC,B06AC07,B06AC07,2717169,,
Gefapixant Citrato,gefapixant,R05DB29,R05DB,R05DB,R05DB29,R05DB29,,,
Gefitinib,gefitinib,L01EB01,L01EB,L01EB,L01EB01,L01EB01,328134,DDInter810,1.000000
Gelsemium Sempervirens,gelsemium sempervirens,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Gemcitabina,gemcitabina,L01BC05,L01BC,L01BC,L01BC05,L01BC05,12574,,
Gemfibrozil,gemfibrozil,C10AB04,C10AB,C10AB,C10AB04,C10AB04,4719,DDInter812,1.000000
Gemtuzumab Ozogamicin,gemtuzumab ozogamicin,L01FX02,L01FX,L01FX,L01FX02,L01FX02,1294580,DDInter814,1.000000
Gentamicina,gentamicina,J01GB03,,D06AX|J01GB|S01AA,,J01GB03|D06AX07|S01AA11,1596450,,
Gentiana Lutea,gentiana lutea,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Gilteritinib,gilteritinib,L01EX13,L01EX,L01EX,L01EX13,L01EX13,2105806,DDInter817,1.000000
Ginepro,ginepro,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Givinostat,givinostat,M09AX14,M09AX,M09AX,M09AX14,M09AX14,2678889,,
Givosiran,givosiran,A16AX16,A16AX,A16AX,A16AX16,A16AX16,2265712,DDInter821,1.000000
Glasdegib,glasdegib,L01XJ03,L01XJ,L01XJ,L01XJ03,L01XJ03,2105845,DDInter822,1.000000
Glatiramer Acetato,glatiramer,L03AX13,L03AX,L03AX,L03AX13,L03AX13,214582,DDInter823,1.000000
Glibenclamide,glibenclamide,A10BB01,A10BB,A10BB,A10BB01,A10BB01,4815,,
Glicerofosforiletanolamina Monoidrata,glicerofosforiletanolamina monoidrata,N06BX,N06BX,N06BX,N06BX,N06BX,,,
Glicerolo,glicerolo,A06AX01,,A06AG|A06AX,,A06AX01|A06AG04|A06AG20|A06AX,4910,,
Glicerolo Felbutirrato,glicerolo felbutirrato,A16AX09,A16AX,A16AX,A16AX09,A16AX09,,,
Gliclazide,gliclazide,A10BB09,A10BB,A10BB,A10BB09,A10BB09,4816,,
Glicopirronio,glicopirronio,R03BB06,,A03AB|D11AA|R03AL|R03BB,,R03BB06|R03AL04|R03AL09|A03AB02|D11AA01,1546438,,
Glicosaminoglicanopolisolfato,glicosaminoglicanopolisolfato,C05BA01,C05BA,C05BA,C05BA01,C05BA01,,,
Glimepiride,glimepiride,A10BB12,A10BB,A10BB,A10BB12,A10BB12,25789,DDInter825,1.000000
Glipizide,glipizide,A10BB07,A10BB,A10BB,A10BB07,A10BB07,4821,DDInter826,1.000000
Gliquidone,gliquidone,A10BB08,A10BB,A10BB,A10BB08,A10BB08,25793,,
Glofitamab,glofitamab,L01FX28,L01FX,L01FX,L01FX28,L01FX28,2639782,,
Glonoinum,glonoinum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Glucagone,glucagone,H04AA01,H04AA,H04AA,H04AA01,H04AA01,4832,,
Glucarpidasi,glucarpidasi,V03AF09,V03AF,V03AF,V03AF09,V03AF09,1242127,,
Glucosamina Solfato Cristallina,glucosamina cristallina,M01AX05,M01AX,M01AX,M01AX05,M01AX05,4845,,
Glucosio,glucosio,V04CA02,V04CA,V04CA,V04CA02,V04CA02,,,
Glucosio (Destrosio) Anidro,glucosio (destrosio),B05BA03,,B05BA|B05CX|V04CA,,B05BA03|B05CX01|V04CA02,,,
Glutatione Sodico,glutatione,V03AB32,V03AB,V03AB,V03AB32,V03AB32,4890,,
Gnaphalium Polycephalum,gnaphalium polycephalum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Golimumab,golimumab,L04AB06,L04AB,L04AB,L04AB06,L04AB06,819300,DDInter837,1.000000
Gonadorelina,gonadorelina,H01CA01,H01CA,H01CA,H01CA01,H01CA01,6384,DDInter838,0.956522
Gonadotropina Corionica,gonadotropina corionica,G03GA01,G03GA,G03GA,G03GA01,G03GA01,340705,,
Goserelin Acetato,goserelin,L02AE03,L02AE,L02AE,L02AE03,L02AE03,50610,DDInter839,1.000000
Gozetotide,gozetotide,V09IX14,V09IX,V09IX,V09IX14,V09IX14,2588949,,
Granisetron,granisetron,A04AA02,A04AA,A04AA,A04AA02,A04AA02,26237,DDInter840,1.000000
Granisetrone Cloridrato,granisetrone,A04AA02,A04AA,A04AA,A04AA02,A04AA02,26237,DDInter840,0.956522
Graphites,graphites,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Grindelia,grindelia,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Grindelia Robusta,grindelia robusta,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Griseofulvina,griseofulvina,D01BA01,D01BA,D01BA,D01BA01,D01BA01,5021,DDInter843,0.960000
Guaiacum,guaiacum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Guaifenesina,guaifenesina,R05CA03,R05CA,R05CA,R05CA03,R05CA03,5032,,
Guanfacina,guanfacina,C02AC02,C02AC,C02AC,C02AC02,C02AC02,40114,,
Guselkumab,guselkumab,L04AC16,L04AC,L04AC,L04AC16,L04AC16,1928588,DDInter849,1.000000
Hamamelis Virginiana,hamamelis virginiana,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Harpagophythum Procumbens,harpagophythum procumbens,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Hedera Helix,hedera helix,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Hekla Lava,hekla lava,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Helleborus Niger,helleborus niger,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Helonias Dioica,helonias dioica,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Hepar Sulfur,hepar sulfur,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Herpes Simplex,herpes simplex,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Herpes Zoster,herpes zoster,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Humulus Lupulus,humulus lupulus,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Hydrastis Canadensis,hydrastis canadensis,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Hydrocotyle Asiatica,hydrocotyle asiatica,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Hyoscyamus Niger,hyoscyamus niger,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Hypericum Perforatum,hypericum perforatum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Ibandronato Sodico Monoidrato,ibandronato,M05BA06,M05BA,M05BA,M05BA06,M05BA06,115264,,
Ibopamina Cloridrato,ibopamina,S01FB03,S01FB,S01FB,S01FB03,S01FB03,51253,,
Ibritumomab Tiuxetano,ibritumomab tiuxetano,V10XX02,V10XX,V10XX,V10XX02,V10XX02,,DDInter898,0.975610
Ibrutinib,ibrutinib,L01EL01,L01EL,L01EL,L01EL01,L01EL01,1442981,DDInter899,1.000000
Ibuprofen,ibuprofen,M01AE01,M01AE,M01AE,M01AE01,M01AE01,5640,DDInter900,1.000000
Ibuprofene,ibuprofene,M01AE01,,C01EB|M01AE|M02AA,,M01AE01|M02AA13|C01EB16,5640,,
Ibuprofene Isobutanolammonio,ibuprofene isobutanolammonio,G02CC01,G02CC,G02CC,G02CC01,G02CC01,5640,,
Ibuprofene Sale Di Arginina,ibuprofene sale di arginina,M01AE01,M01AE,M01AE,M01AE01,M01AE01,5640,,
Ibuprofene Sale Di Lisina,ibuprofene sale di lisina,M02AA13,,G02CC|M01AE|M02AA,,M02AA13|M01AE01|G02CC01,5640,,
Ibutilide,ibutilide,C01BD05,C01BD,C01BD,C01BD05,C01BD05,41289,DDInter901,1.000000
Icatibant,icatibant,B06AC02,B06AC,B06AC,B06AC02,B06AC02,1148138,DDInter902,1.000000
Icatibant Acetate,icatibant acetate,B06AC02,B06AC,B06AC,B06AC02,B06AC02,1294605,DDInter902,1.000000
Icosapent Etile,icosapent etile,C10AX06,C10AX,C10AX,C10AX06,C10AX06,,,
Idarubicina Cloridrato,idarubicina,L01DB06,L01DB,L01DB,L01DB06,L01DB06,5650,DDInter904,0.952381
Idarucizumab,idarucizumab,V03AB37,V03AB,V03AB,V03AB37,V03AB37,1716191,,
Idebenone,idebenone,N06BX13,N06BX,N06BX,N06BX13,N06BX13,51296,,
Idecabtagene Vicleucel,idecabtagene vicleucel,L01XL07,L01XL,L01XL,L01XL07,L01XL07,2536430,,
Idelalisib,idelalisib,L01EM01,L01EM,L01EM,L01EM01,L01EM01,1544460,DDInter905,1.000000
Idroclorotiazide,idroclorotiazide,C09BA02,,C03AA|C09BA,,C09BA02|C09BA06|C03AA03|C09BA07|C09BA05|C09BA03|C09BA08|C09BA09,,,
Idrocortisone,idrocortisone,H02AB09,,D07AA|H02AB|S01BA,,H02AB09|D07AA02|S01BA02,5492,,
Idrocortisone Butirrato,idrocortisone butirrato,D07AB02,D07AB,D07AB,D07AB02,D07AB02,5492,,
Idromorfone,idromorfone,N02AA03,N02AA,N02AA,N02AA03,N02AA03,3423,,
Idrossicarbamide,idrossicarbamide,L01XX05,L01XX,L01XX,L01XX05,L01XX05,,,
Idrossiclorochina,idrossiclorochina,P01BA02,P01BA,P01BA,P01BA02,P01BA02,,,
Idrossizina,idrossizina,N05BB01,N05BB,N05BB,N05BB01,N05BB01,5553,,
Idrossocobalamina,idrossocobalamina,V03AB33,V03AB,V03AB,V03AB33,V03AB33,,,
Idroxicarbamide,idroxicarbamide,L01XX05,L01XX,L01XX,L01XX05,L01XX05,5552,,
Idroxizina Dicloridrato,idroxizina,N05BB01,N05BB,N05BB,N05BB01,N05BB01,,,
Idroxocobalamina,idroxocobalamina,B03BA03,B03BA,B03BA,B03BA03,B03BA03,5514,,
Idursulfase,idursulfase,A16AB09,A16AB,A16AB,A16AB09,A16AB09,644101,,
Ifosfamide,ifosfamide,L01AA06,L01AA,L01AA,L01AA06,L01AA06,5657,DDInter906,1.000000
Ignatia,ignatia,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Iloprost,iloprost,B01AC11,B01AC,B01AC,B01AC11,B01AC11,40138,DDInter908,1.000000
Iloprost Sale Di Trometamolo,iloprost sale di trometamolo,B01AC11,B01AC,B01AC,B01AC11,B01AC11,40138,,
Imatinib,imatinib,L01EA01,L01EA,L01EA,L01EA01,L01EA01,282388,DDInter909,1.000000
Imatinib (Td),imatinib (td),L01EA01,L01EA,L01EA,L01EA01,L01EA01,282388,DDInter909,1.000000
Imetelstat,imetelstat,L01XX80,L01XX,L01XX,L01XX80,L01XX80,2685236,,
Imiglucerasi,imiglucerasi,A16AB02,A16AB,A16AB,A16AB02,A16AB02,84959,,
Imipenem + Cilastatina,imipenem + cilastatina,J01DH51,J01DH,J01DH,J01DH51,J01DH51,34482,,
Imiquimod,imiquimod,D06BB10,D06BB,D06BB,D06BB10,D06BB10,59943,DDInter914,1.000000
Imlifidase,imlifidase,L04AA41,L04AA,L04AA,L04AA41,L04AA41,,,
Imlunestrant,imlunestrant,L02BA,L02BA,L02BA,L02BA,L02BA,,,
Immunoglobulina A Umana,immunoglobulina a umana,J06BB09,J06BB,J06BB,J06BB09,J06BB09,,,
"Immunoglobulina Anti-Linfociti T Per Uso Umano, Equina","immunoglobulina anti-linfociti t per uso umano, equina",L04AA03,L04AA,L04AA,L04AA03,L04AA03,107044,,
Immunoglobulina Di Coniglio Anti-Linfociti T Umani,immunoglobulina di coniglio anti-linfociti t umani,L04AA04,L04AA,L04AA,L04AA04,L04AA04,107044,,
Immunoglobulina Di Coniglio Antitimociti Umani,immunoglobulina di coniglio antitimociti umani,L04AA04,L04AA,L04AA,L04AA04,L04AA04,,,
Immunoglobulina Umana Anti-D,immunoglobulina umana anti-d,J06BB01,J06BB,J06BB,J06BB01,J06BB01,35465,,
Immunoglobulina Umana Antiepatite B,immunoglobulina umana antiepatite b,J06BB04,,J06BA|J06BB,,J06BB04|J06BA01,26744,,
Immunoglobulina Umana Antitetanica,immunoglobulina umana antitetanica,J06BB02,J06BB,J06BB,J06BB02,J06BB02,,,
Immunoglobulina Umana Normale,immunoglobulina umana normale,J06BA01,J06BA,J06BA,,J06BA01|J06BA02,,,
Immunoglobulina Umana Normale Per Uso Endovenoso,immunoglobulina umana normale per uso endovenoso,J06BA02,J06BA,J06BA,J06BA02,J06BA02,,,
Immunoglobulina Umana Rh0,immunoglobulina umana rh0,J06BB01,J06BB,J06BB,J06BB01,J06BB01,35465,,
Immunoglobulina Umana Uso Endovenoso,immunoglobulina umana uso endovenoso,J06BA02,J06BA,J06BA,J06BA02,J06BA02,,,
